Model,Training Time,Classification Time
DecisionTreeClassifier(),0.5615895000000001,0.0042208000000000245
MLPClassifier,2.3213331999999998,0.02195999999999998
AdaBoostClassifier(DecisionTreeClassifier()),1.8097467000000051,0.04755000000000109
SVC(kernel='rbf'),24.770789300000004,6.017223400000006
SVC(kernel='poly'),0.023471199999903547,0.00787239999999656
KNeighborsClassifier(n_neighbors=1),0.010696099999904618,8.10934300000008
KNeighborsClassifier(n_neighbors=5),0.0071987999999691965,10.822890899999948
KNeighborsClassifier(n_neighbors=9),0.011009899999862682,7.969820099999652
